ADDRESS,NEAREST_STN
"6/116 Matheson Road, Applecross",Canning Bridge Station
"6/12 Dolphin Way, Yangebup",Cockburn Central Station
"6/13 Craig Street, Mundaring",Midland Station
"6/13 French Road, Melville",North Fremantle Station
"6/134 Marine Parade, Cottesloe",Cottesloe Station
"6/15 Cliffwood Place, Waikiki",Warnbro Station
"6/15 Deering Street, Westminster",Stirling Station
"6/152 Hamilton Street, Queens Park",Queens Park Station
"6/17 Civic Gardens, Cannington",Queens Park Station
"6/173 Derby Road, Shenton Park",Daglish Station
"6/18 Serenity Parkway, Hammond Park",Cockburn Central Station
"6/20 Wellington Street, Mosman Park",Vic
"6/204 Bateman Road, Brentwood",Bull Creek Station
"6/207 Manning Road, Bentley",Welshpool Station
"6/23 Seventh Avenue, Maylands",Maylands Station
"6/24 Blackwood Avenue, Hamilton Hill",Fremantle Station
"6/240 Burke Drive, Attadale",Bull Creek Station
"6/25 Canns Road, Bedfordale",Sherwood Station
"6/250 Healy Road, Hamilton Hill",Fremantle Station
"6/26 Foyle Road, Bayswater",Bayswater Station
"6/28 Holmesdale Road, Woodbridge",Woodbridge Station
"6/28 Porter Street, Gwelup",Warwick Station
"6/284 Grand Promenade, Dianella",Mount Lawley Station
"6/3 Garden Street, Cannington",Canning
"6/3 Park Road, Midvale",Midland Station
"6/30 Westfield Street, Maddington",Madding
"6/31 Third Avenue, Kelmscott",Kelmscott Station
"6/4 Alder Court, Ballajura",Warwick Station
"6/4 Callander Avenue, Kinross",Currambine Station
"6/4 Langley Place, Innaloo",Stirling Station
"6/4 Melita Drive, Helena Valley",Midland Station
"6/4 Page Road, Kelmscott",Kelmscott Station
"6/40 Gwenyfred Road, Kensington",Vic
"6/40 Hogarth Way, Bateman",Murdoch Station
"6/40 Rome Road, Myaree",Bull Creek Station
"6/46 Ewen Street, Scarborough",Stirling Station
"6/5 Bruce Street, North Fremantle",North Fremantle Station
"6/5 Wortley Road, Greenmount",Midland Station
"6/6 Delves Place, Noranda",Bayswater Station
"6/6 Ord Street, Fremantle",Fremantle Station
"6/623 Hay Street, Jolimont",Daglish Station
"6/7 Cottrill Street, Myaree",Bull Creek Station
"6/7 Wren Street, Mount Pleasant",Canning Bridge Station
"6/70 Frederick Street, Shoalwater",Rockingham Station
"6/70 Kent Street, Rockingham",Rockingham Station
"6/73 Stalker Road, Gosnells",Gosnells Station
"6/82 Forrest Street, South Perth",Canning Bridge Station
"60 Alfreda Avenue, Morley",Bayswater Station
"60 Amherst Road, Woodbridge",Midland Station
"60 Archidamus Road, Coolbellup",Murdoch Station
"60 Ashbourne Avenue, Ridgewood",Butler Station
"60 Balboa Loop, Aubin Grove",Cockburn Central Station
"60 Bancoura Parkway, Secret Harbour",Warnbro Station
"60 Barrington Avenue, Champion Lakes",Kelmscott Station
"60 Beachside Drive, Burns Beach",Currambine Station
"60 Bennett Drive, Canning Vale",Thornlie Station
"60 Bernedale Way, Duncraig",Greenwood Station
"60 Bindoon Loop, Huntingdale",Thornlie Station
"60 Birchley Road, Beeliar",Cockburn Central Station
"60 Bramwell Road, Noranda",Maylands Station
"60 Broadhurst Crescent, Bateman",Murdoch Station
"60 Bull Creek Road, Rossmoyne",Bull Creek Station
"60 Burdekin Turn, Hilbert",Armadale Station
"60 Burke Drive, Attadale",Vic
"60 Chivalry Way, Atwell",Cockburn Central Station
"60 Christmas Avenue, Orelia",Kwinana Station
"60 Daly Circle, Langford",Thornlie Station
"60 Dean Road, Jandakot",Cockburn Central Station
"60 Delgado Parade, Iluka",Currambine Station
"60 Dundas Road, Inglewood",Maylands Station
"60 East Street, Guildford",East Guildford Station
"60 Elyard Crescent, Stirling",Stirling Station
"60 Eton Street, North Perth",Leederville Station
"60 Feakle Bend, Ridgewood",Clarkson Station
"60 Fenchurch Street, Alexander Heights",Greenwood Station
"60 Fennell Crescent, Wattle Grove",Madding
"60 Frederic Street, Helena Valley",Midland Station
"60 Giles Avenue, Padbury",Whitfords Station
"60 Glen Iris Drive, Jandakot",Murdoch Station
"60 Goldsmith Road, Dalkeith",Karrakatta Station
"60 Grand Ocean Boulevard, Port Kennedy",Warnbro Station
"60 Greeson Parkway, Secret Harbour",Warnbro Station
"60 Heacham Avenue, Hocking",Edgewater Station
"60 Helena Street, Guildford",East Guildford Station
"60 Hellfire Drive, Darch",Greenwood Station
"60 Houghton Drive, Carramar",Currambine Station
"60 Inverness Crescent, Menora",Perth Station
"60 Johanson Promenade, Murdoch",Murdoch Station
"60 John Street, Inglewood",Maylands Station
"60 Kadina Road, Gooseberry Hill",Midland Station
"60 Karl Place, Mundaring",Midland Station
"60 Keanefield Drive, Carramar",Currambine Station
"60 Keirnan Street, Mundijong",Armadale Station
"60 Kenmure Avenue, Bayswater",Ashfield Station
"60 Lamond Street, Alfred Cove",Bull Creek Station
"60 Lanark Street, Coolbinia",Glendalough Station
"60 Larwood Crescent, High Wycombe",Midland Station
"60 Leach Highway, Wilson",Welshpool Station
"60 Liechardt Loop, Rockingham",Rockingham Station
"60 Lively Circle, Mirrabooka",Mount Lawley Station
"60 Lockwood Street, Yokine",Glendalough Station
"60 Lynwood Avenue, Lynwood",Thornlie Station
"60 Maida Vale Road, Maida Vale",Midland Station
"60 Manbari Crescent, Wanneroo",Edgewater Station
"60 Margaret Street, Midland",Midland Station
"60 Meakers Way, Girrawheen",Warwick Station
"60 Meloway Drive, Maida Vale",Midland Station
"60 Missingham Avenue, Alkimos",Butler Station
"60 Mowbray Square, Clarkson",Clarkson Station
"60 Old York Road, Greenmount",Midland Station
"60 Olivedale Road, Madeley",Whitfords Station
"60 Oxley Avenue, Padbury",Whitfords Station
"60 Park Lane, Alexander Heights",Warwick Station
"60 Paterson Road, Mount Nasura",Sherwood Station
"60 Peterborough Circle, North Lake",Murdoch Station
"60 Prescott Drive, Murdoch",Murdoch Station
"60 Prinsep Road, Jandakot",Cockburn Central Station
"60 Redtingle Road, Camillo",Kelmscott Station
"60 Regan Street, Rockingham",Rockingham Station
"60 Roberts Street, Bayswater",Bayswater Station
"60 Safety Bay Road, Shoalwater",Rockingham Station
"60 Samson Street, Mosman Park",Vic
"60 Sandown Circle, Henley Brook",East Guildford Station
"60 Selkirk Drive, Kinross",Currambine Station
"60 Selway Road, Brentwood",Bull Creek Station
"60 Sheffield Road, Wattle Grove",Madding
"60 Shipmaster Avenue, Alkimos",Butler Station
"60 Southmead Drive, Landsdale",Whitfords Station
"60 State Street, Victoria Park",Carlisle Station
"60 Stockholm Road, Wanneroo",Edgewater Station
"60 Stonehaven Parade, Kinross",Currambine Station
"60 Tasman Road, Beldon",Edgewater Station
"60 Thompson Road, North Fremantle",North Fremantle Station
"60 Tibradden Circle, Ascot",Bassendean Station
"60 Tissington Drive, Darch",Greenwood Station
"60 Tokara Avenue, Henley Brook",East Guildford Station
"60 Tottenham Street, Chidlow",Midland Station
"60 Victoria Parade, Midvale",Midland Station
"60 Welara Circle, Henley Brook",East Guildford Station
"60 Willmott Drive, Cooloongup",Rockingham Station
"60 Winterfold Road, Samson",Murdoch Station
"60 Wintersweet Ramble, Mirrabooka",Warwick Station
"60 Zamia Road, Gooseberry Hill",Midland Station
"601 Burns Beach Road, Iluka",Currambine Station
"6010 Phillips Road, Mundaring",Midland Station
"601A Metcalfe Road, Lynwood",Queens Park Station
"602 Metcalfe Road, Ferndale",Queens Park Station
"602 Wanneroo Road, Balga",Warwick Station
"604 Beach Road, Hamersley",Warwick Station
"608 Light Street, Dianella",Mount Lawley Station
"608 Safety Bay Road, Waikiki",Warnbro Station
"60a Corbel Street, Shelley",Canning Bridge Station
"60A Flora Terrace, Watermans Bay",Warwick Station
"60A Harvey Street, Burswood",Vic
"60A Lamond Street, Alfred Cove",Bull Creek Station
"60A Mills Street, Bentley",Queens Park Station
"60A Postling Street, Kenwick",Kenwick Station
"60A Stevens Street, Fremantle",Fremantle Station
"60A The Promenade, Mount Pleasant",Canning Bridge Station
"60A Towncentre Drive, Thornlie",Thornlie Station
"60A Tyler Street, Joondanna",Glendalough Station
"60B Cloister Avenue, Manning",Canning Bridge Station
"60B McKenzie Way, Embleton",Bayswater Station
"60B Sussex Street, East Victoria Park",Oats Street Station
"60B Westview Street, Scarborough",Stirling Station
"60C Justinian Street, Palmyra",Fremantle Station
"60C Norman Street, Innaloo",Stirling Station
"60C Wesley Street, Balcatta",Stirling Station
"60D Stevens Street, Fremantle",Fremantle Station
"61 Alvah Street, St James",Welshpool Station
"61 Amazon Drive, Beechboro",Bassendean Station
"61 Ardross Way, Noranda",Mount Lawley Station
"61 Armadale Crescent, Coolbinia",Glendalough Station
"61 Baal Street, Palmyra",Fremantle Station
"61 Barang Circuit, Karawara",Canning Bridge Station
"61 Barrington Avenue, Champion Lakes",Kelmscott Station
"61 Beach Road, Marmion",Warwick Station
"61 Beaumaris Boulevard, Ocean Reef",Joondalup Station
"61 Benenden Avenue, Butler",Butler Station
"61 Blackmore Avenue, Girrawheen",Warwick Station
"61 Bourke Street, Leederville",Leederville Station
"61 Bradford Street, Menora",Perth Station
"61 Brightlands Circuit, Carramar",Currambine Station
"61 Carissa Way, Forrestfield",Madding
"61 Chatsworth Drive, Hocking",Edgewater Station
"61 Cliff Street, Marmion",Warwick Station
"61 Coldstream Circuit, Merriwa",Clarkson Station
"61 Connell Avenue, Martin",Seaforth Station
"61 Crowther Street, Bayswater",Bayswater Station
"61 Daleford Way, Southern River",Thornlie Station
"61 Dalton Crescent, Kingsley",Greenwood Station
"61 Dalvik Avenue, Merriwa",Butler Station
"61 Delamere Avenue, Currambine",Currambine Station
"61 Delgado Parade, Iluka",Currambine Station
"61 Dickenson Way, Booragoon",Bull Creek Station
"61 Dotterel Way, East Cannington",Beckenham Station
"61 Dutton Crescent, Hamersley",Warwick Station
"61 Eldon Street, Shoalwater",Rockingham Station
"61 Elstree Avenue, Coolbinia",Glendalough Station
"61 Esplanade, Rockingham",Rockingham Station
"61 First Avenue, Rossmoyne",Bull Creek Station
"61 Gaebler Road, Hammond Park",Cockburn Central Station
"61 Gosford Meander, Ashby",Joondalup Station
"61 Grassbird Loop, Yangebup",Cockburn Central Station
"61 Hagart Way, Lockridge",Bassendean Station
"61 Haig Street, Ashfield",Ashfield Station
"61 Hainsworth Avenue, Girrawheen",Warwick Station
"61 HARDY ROAD, Ashfield",Ashfield Station
"61 Hebrides Drive, Seville Grove",Challis Station
"61 Highclere Boulevard, Marangaroo",Warwick Station
"61 Holmfirth Street, Menora",Perth Station
"61 Homestead Drive, Clarkson",Clarkson Station
"61 Jackson Road, Karawara",Canning Bridge Station
"61 Jerrail Street, Yanchep",Butler Station
"61 Joondanna Drive, Joondanna",Glendalough Station
"61 Justin Drive, Sorrento",Greenwood Station
"61 Kathleen Street, Trigg",Warwick Station
"61 Kexby Street, Balcatta",Stirling Station
"61 Kingswood Street, Mount Helena",Midland Station
"61 Kitchener Street, Trigg",Warwick Station
"61 La Fayette Boulevard, Bibra Lake",Murdoch Station
"61 Lakeside Drive, Joondalup",Joondalup Station
"61 Letsom Way, Langford",Thornlie Station
"61 Lindsay Beach Boulevard, Yanchep",Butler Station
"61 Maamba Road, Wattle Grove",Madding
"61 Mabel Street, North Perth",Leederville Station
"61 Markwell Avenue, Haynes",Armadale Station
"61 Matheson Road, Ascot",Ashfield Station
"61 Mattingleys Approach, Burns Beach",Currambine Station
"61 Mclean Street, Melville",North Fremantle Station
"61 Milina Street, Hillman",Rockingham Station
"61 Monaghan Circle, Darch",Greenwood Station
"61 Nerida Way, Parkwood",Thornlie Station
"61 North Street, Swanbourne",Grant Street Station
"61 Norwood Loop, Tapping",Currambine Station
"61 Oakover Way, Heathridge",Joondalup Station
"61 Ogilvie Road, Mount Pleasant",Canning Bridge Station
"61 Parella Court, Bennett Springs",Ashfield Station
"61 Pine Valley Pass, Connolly",Joondalup Station
"61 Pinot Loop, Pearsall",Edgewater Station
"61 Portaferry Gardens, Ridgewood",Butler Station
"61 Princeton Circuit, Aubin Grove",Cockburn Central Station
"61 Quinns Road, Quinns Rocks",Butler Station
"61 Redgum Avenue, Bellevue",Midland Station
"61 Ridgehill Rise, Roleystone",Sherwood Station
"61 Sacramento Parade, Hocking",Edgewater Station
"61 San Miguel Drive, Leeming",Murdoch Station
"61 San Teodoro Avenue, Sinagra",Joondalup Station
"61 Seaside Avenue, Yanchep",Butler Station
"61 Sicklemore Road, Parmelia",Kwinana Station
"61 St Kilda Road, Rivervale",Burswood Station
"61 Summerton Road, Medina",Wellard Station
"61 Susan Road, Madeley",Whitfords Station
"61 Tandara Fairway, Tapping",Currambine Station
"61 Terence Street, Gosnells",Gosnells Station
"61 The Avenue, Alexander Heights",Warwick Station
"61 Thompson Road, North Fremantle",North Fremantle Station
"61 Thorley Way, Lockridge",Success Hill Station
"61 Tissington Drive, Darch",Greenwood Station
"61 Toodyay Road, Middle Swan",Midland Station
"61 Torquata Boulevard, Helena Valley",Midland Station
"61 Tramontane Approach, Dayton",Guildford Station
"61 Vaucluse Circuit, Belmont",Belmont Park Station
"61 Wilaring Street, Byford",Armadale Station
"61 Willerin Loop, Success",Cockburn Central Station
"61 Williams Road, Nedlands",Shen
"61 Yeovil Crescent, Bicton",North Fremantle Station
"611 Safety Bay Road, Waikiki",Warnbro Station
"612 Beach Road, Hamersley",Warwick Station
"613 Beach Road, Warwick",Warwick Station
"61A Bushby Street, Midvale",Midland Station
"61A Dean Road, Bateman",Murdoch Station
"61a Grand Promenade, Bedford",Meltham Station
"61A Henley Road, Mount Pleasant",Bull Creek Station
"61A Victoria Parade, Midvale",Midland Station
"61A Welwyn Avenue, Manning",Canning Bridge Station
"61B Helmsdale Loop, Butler",Butler Station
"61B River View Terrace, Mount Pleasant",Bull Creek Station
"61B Victoria Parade, Midvale",Midland Station
"61E Main Street, Osborne Park",Glendalough Station
"62 Alderley Square, Wilson",Welshpool Station
"62 Alfreda Avenue, Morley",Bayswater Station
"62 Ambassador Drive, Currambine",Currambine Station
"62 Balfour Road, Swan View",Midland Station
"62 Barfield Road, Hammond Park",Cockburn Central Station
"62 Bauer Circle, Banksia Grove",Clarkson Station
"62 Belvoir Crescent, Orelia",Kwinana Station
"62 Billericay Circuit, Butler",Butler Station
"62 Birkett Avenue, Beeliar",Cockburn Central Station
"62 Bishop Road, Middle Swan",Midland Station
"62 Boddington Circuit, Dianella",Mount Lawley Station
"62 Broadside Avenue, Eglinton",Butler Station
"62 Brodie Lane, Doubleview",Stirling Station
"62 Brumby Avenue, Henley Brook",East Guildford Station
"62 Bruns Drive, Darling Downs",Armadale Station
"62 Burdekin Turn, Hilbert",Armadale Station
"62 Butterworth Avenue, Koondoola",Warwick Station
"62 Callander Avenue, Kinross",Currambine Station
"62 Callison Way, Koondoola",Warwick Station
"62 Campbell Street, Kensington",Claisebrook Station
"62 Carlton Turn, Currambine",Currambine Station
"62 Carpenteria Drive, Stirling",Stirling Station
"62 Champion Drive, Bertram",Kwinana Station
"62 Christmas Avenue, Heathridge",Joondalup Station
"62 Chrysostom Street, Trigg",Warwick Station
"62 Colreavy Ramble, Baldivis",Warnbro Station
"62 Colwyn Loop, Tapping",Currambine Station
"62 Coonawarra Drive, Caversham",Guildford Station
"62 Dalrymple Drive, Leda",Wellard Station
"62 Delgado Parade, Iluka",Currambine Station
"62 Dorney Esplanade, Champion Lakes",Kelmscott Station
"62 Downey Drive, Manning",Canning Bridge Station
"62 Duchart Way, Coogee",Fremantle Station
"62 East Street, Guildford",East Guildford Station
"62 Elliot Road, Hocking",Edgewater Station
"62 Ellison Drive, Padbury",Greenwood Station
"62 Elsbury Approach, Clarkson",Clarkson Station
"62 EXHIBITION WAY, Cooloongup",Rockingham Station
"62 Flametree Boulevard, Harrisdale",Thornlie Station
"62 Folland Parade, Atwell",Cockburn Central Station
"62 Forillion Avenue, Bibra Lake",Murdoch Station
"62 Gallipoli Drive, Greenmount",Midland Station
"62 Gibson Avenue, Padbury",Greenwood Station
"62 Goundrey Drive, Pearsall",Edgewater Station
"62 Gracechurch Crescent, Leeming",Murdoch Station
"62 Great Northern Highway, Middle Swan",Midland Station
"62 Gresham Street, Victoria Park",Vic
"62 Hampton Road, Darch",Greenwood Station
"62 Hannaford Avenue, Clarkson",Clarkson Station
"62 Helena Street, Guildford",Mandurah Station
"62 High Street, Sorrento",Greenwood Station
"62 Hillwood Avenue, Warwick",Warwick Station
"62 Honeywood Avenue, Wandi",Kwinana Station
"62 Huntingdale Road, Huntingdale",Gosnells Station
"62 Hurd Road, Bullsbrook",Midland Station
"62 Jacana Parade, Ballajura",Meltham Station
"62 Jedburgh Loop, Sinagra",Joondalup Station
"62 Kingfisher Avenue, Ballajura",Meltham Station
"62 Koolbardi Loop, Byford",Armadale Station
"62 La Fayette Boulevard, Bibra Lake",Murdoch Station
"62 Lanark Street, Coolbinia",Glendalough Station
"62 Lawley Street, Tuart Hill",Glendalough Station
"62 Le Grand Gardens, Marangaroo",Warwick Station
"62 Lynn Street, Trigg",Warwick Station
"62 Mallard Way, Cannington",Queens Park Station
"62 Margaret Street, Ashfield",Ashfield Station
"62 Markham Way, Swan View",Midland Station
"62 Markwell Avenue, Haynes",Armadale Station
"62 Milano Loop, Seville Grove",Sherwood Station
"62 Monument Street, Mosman Park",Vic
"62 Natham Square, Swan View",Midland Station
"62 Otisco Crescent, Joondalup",Currambine Station
"62 Parktree Avenue, Yanchep",Butler Station
"62 Parnell Avenue, Marmion",Warwick Station
"62 Paterson Street, Mundijong",Armadale Station
"62 Porongurup Drive, Clarkson",Clarkson Station
"62 Portwine Avenue, Byford",Armadale Station
"62 Prinsep Road, Jandakot",Cockburn Central Station
"62 Ranworth Road, Hocking",Edgewater Station
"62 Regan Street, Rockingham",Rockingham Station
"62 Riseley Street, Ardross",Canning Bridge Station
"62 Sacramento Avenue, Beechboro",Bassendean Station
"62 Santorini Promenade, Alkimos",Butler Station
"62 Saponara Drive, Sinagra",Joondalup Station
"62 Terelinck Crescent, Redcliffe",Success Hill Station
"62 Tissington Drive, Darch",Greenwood Station
"62 Tokara Avenue, Henley Brook",East Guildford Station
"62 Waratah Avenue, Dalkeith",Karrakatta Station
"62 Waterford Avenue, Waterford",Canning Bridge Station
"62 Watkins Road, Dalkeith",Loch Street Station
"62 Watson Street, Bassendean",Bassendean Station
"62 Wicca Street, Kewdale",Vic
"62 Wicklow Circle, Darch",Greenwood Station
"62 Williams Road, Nedlands",Shen
"62 Wintersweet Ramble, Mirrabooka",Mount Lawley Station
"62 Ypres Road, Camillo",Kelmscott Station
